userId,nickName,date,score,city,comment
764434197,sXM427061815,2018-08-14,5,辽阳,很真实，大家看的很入神   黄渤导的戏不会错
46565731,zdh168152478,2018-08-14,3,乳山,电影院里很冷
375833771,阿虎小贩,2018-08-14,4.5,盐城,黄渤电影一贯风格
434802822,ecJ908745835,2018-08-14,4,南京,好笑的片子。
297713786,斜杠青年一李高,2018-08-14,5,重庆,题材和内容一级棒，导演确实花了心思
717129734,我想要穿越二次元,2018-08-14,5,烟台,感觉还不错！
596565842,亲爱哒小栋哥,2018-08-14,5,烟台,黄渤处女作支持💪
311267745,Ylp365711102,2018-08-14,4,句容,求生电影比较好看:
221356751,洋芋片i,2018-08-14,4,郑州,挺好的 推荐看
384868865,QTW823894450,2018-08-14,4,天津,还是不错的，故事内容好
228637995,魔豆啦啦,2018-08-14,5,贵阳,"因为《当每颗星星》去看的电影，但看完发现拍得真的不错，不亏是影帝...张艺兴的演技真的超棒是。
 五月天的歌也是超好听的 哈哈哈"
224032609,VFa261848442,2018-08-14,3.5,深圳,还行，到位。能学到东西
